,class,message
1067,spam,FreeMsg Hi baby wow just got a new cam moby Wanna C a hot pic or Fancy a chatIm w8in 4uTxt  rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
1068,spam,Do you want a new Video handset 750 any time any network mins UNLIMITED TEXT Camcorder Reply or Call now 08000930705 for del Sat AM
1069,spam,You have 1 new voicemail Please call 08719181503
1070,legit,Maybe westshore or hyde park village
1071,spam,FREE for 1st week No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates wwwgetzedcouk POBox 36504 W45WQ 16 norm150ptone
1072,legit,Gudnitetcpractice going on
1073,legit,It doesnt make sense to take it there unless its free If you need to know more
1074,spam,No 1 POLYPHONIC tone 4 ur mob every week Just txt PT2 to 87575 1st Tone FREE  so get txtin now and tell ur friends 150ptone 16 reply HL 4info
1075,spam,URGENT Your Mobile No was awarded 2000 Bonus Caller Prize on 5903 This is our final try to contact U Call from Landline 09064019788 BOX42WR29C
1076,spam,Jamster To get your free wallpaper text HEART to 88888 now TC apply 16 only Need Help Call 08701213186
1077,spam,U were outbid by simonwatson5120 on the Shinco DVD Plyr 2 bid again
1078,spam,complimentary 4 STAR Ibiza Holiday or 10
1079,legit,Watching cartoon
1080,legit,Oops 4 got that bit
1081,legit,Appt is at ltTIMEgt am Not my fault u dont listen I told u twice
1082,legit,Good Morning my Dear Have a great amp successful day
1083,spam,Hi its LUCY Hubby at meetins all day Fri  I will B alone at hotel U fancy cumin over Pls leave msg 2day 09099726395 Lucy x Calls1minMobsmoreLKPOBOX177HP51FL
1084,legit,Watching tv lor
1085,spam,UR awarded a City Break and could WIN a 200 Summer Shopping spree every WK Txt STORE to 88039  SkilGme TsCs087147403231WinawkAge16 150perWKsub
1086,legit,Your parcel is out for delivery Delivery will be attempted between 1400 and 1600 today Track and divert httpsgohermes
1087,legit,Did u find out what time the bus is at coz i need to sort some stuff out
1088,legit,I HAVE A DATE ON SUNDAY WITH WILL
1089,legit,Messagesome text missing SenderName Missing Number Missing SentDate missing Missing U a lot thats y everything is missing sent via fullonsmscom
1090,legit,Do well all will for little time Thing of good times ahead
1091,legit,You got called a tool
1092,legit,Im gonna be home soon and i dont want to talk about this stuff anymore tonight
1093,legit,Hello handsome  Are you finding that job  Not being lazy  Working towards getting back that net for mummy  Wheres my boytoy now  Does he miss me 
1094,legit,Im going out to buy mums present ar
1095,legit,Hurry up
1096,spam,8007 25p 4 Alfie Moons Children in Need song on ur mob Tell ur m8s Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys zed 08701417012 profit 2 charity 
1097,legit,Ups which is 3days also
1098,legit,I cant pick the phone right now Pls send a message
1099,legit,Where u been hiding stranger
1100,legit,Check audreys status right now
1101,legit,Your opinion about me 1 Over 2 Jada 3 Kusruthi 4 Lovable 5 Silent 6 Spl character 7 Not matured 8 Stylish 9 Simple Pls reply
1102,spam,Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text wwwringtonescouk
1103,legit,You still at grand prix
1104,spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
1105,legit,If we win its really no 1 side for long time
1106,spam,December only Had your mobile 11mths You are entitled to update to the latest colour camera mobile for Free Call The Mobile Update Co FREE on 08002986906
1107,legit,Are you in castor You need to see something
1108,spam,YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now  08707509020 Just 20p per min NTT Ltd
1109,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game Text TONE or FLAG to 84199 Optout txt ENG STOP Box39822 W111WX 150
1110,spam,Sunshine Hols To claim ur med holiday send a stamped self address envelope to Drinks on Us UK
1111,spam,Ur cashbalance is currently 500 pounds  to maximize ur cashin now send CASH to 86688 only 150pmsg CC 08708800282 HGSuite3422Lands RowW1J6HL
1112,legit,As per your request Melle Melle Oru Minnaminunginte Nurungu Vettam has been set as your callertune for all Callers Press 9 to copy your friends Callertune
1113,legit,As I entered my cabin my PA said
1114,spam,Not heard from U4 a while Call 4 rude chat private line 01223585334 to cum Wan 2C pics of me gettin shagged then text PIX to 8552 2End send STOP 8552 SAM xxx
1115,legit,Hi frnd
1116,spam,TheMobYo yo yoHere comes a new selection of hot downloads for our members to get for FREE Just click  open the next link sent to ur fone
1117,legit,is your hamster dead Hey so tmr i meet you at 1pm orchard mrt 
1118,legit,Even my brother is not like to speak with me They treat me like aids patent
1119,spam,You have 1 new message Please call 08712400200
1120,spam,Someone has contacted our dating service and entered your phone becausethey fancy you To find out who it is call from a landline 09058098002 PoBox1
1121,spam,Free tones Hope you enjoyed your new content text stop to 61610 to unsubscribe help08712400602450p Provided by tones2youcouk
1122,spam,Gr8 new service  live sex video chat on your mob  see the sexiest dirtiest girls live on ur phone  4 details text horny to 89070 to cancel send STOP to 89070
1123,spam,Phony 350 award  Todays Voda numbers ending XXXX are selected to receive a 350 award If you have a match please call 08712300220 quoting claim code 3100 standard rates app
1124,legit,Im home
1125,legit,Life is more strict than teacher Bcoz Teacher teaches lesson amp then conducts exam
1126,spam,FreeMsg Hey  Im Buffy 25 and love to satisfy men Home alone feeling randy Reply 2 C my PIX QlynnBV Help08700621170150p a msg Send stop to stop txts
1127,spam,Save money on wedding lingerie at wwwbridalpetticoatdreamscouk Choose from a superb selection with national delivery Brought to you by WeddingFriend
1128,spam,Sunshine Hols To claim ur med holiday send a stamped self address envelope to Drinks on Us UK
1129,legit,That is wondar full flim
1130,spam,URGENT Your Mobile number has been awarded with a 2000 prize GUARANTEED Call 09058094454 from land line Claim 3030 Valid 12hrs only
1131,spam,Had your mobile 10 mths Update to latest Orange cameravideo phones for FREE Save s with Free textsweekend calls Text YES for a callback orno to opt out
1132,legit,Awesome
1133,legit,Then why you not responding
1134,legit,I cant keep talking to people if am not sure i can pay them if they agree to price So pls tell me what you want to really buy and how much you are willing to pay
1135,spam,Freemessage JamsterGet the crazy frog sound now For poly text MAD1
1136,legit,Im reading the text i just sent you Its meant to be a joke So read it in that light
1137,legit,So anyways
1138,legit,Not getting anywhere with this damn job hunting over here
1139,legit,Shit that is really shocking and scary
1140,legit,Dunno he jus say go lido Same time 930
1141,legit,Si si I think ill go make those oreo truffles
1142,spam,WINNER As a valued network customer you hvae been selected to receive a 900 reward To collect call 09061701444 Valid 24 hours only ACL03530150PM
1143,legit,Sorry
1144,spam,Want explicit SEX in 30 secs Ring 02073162414 now Costs 20pmin Gsex POBOX 2667 WC1N 3XX
1145,legit,Ku also dont msg or reply to his msg
1146,spam,We tried to contact you re your reply to our offer of a Video Handset 750 anytime any networks mins UNLIMITED TEXT Camcorder Reply or call 08000930705 NOW
1147,legit,Alright omw
1148,spam,HSBC A payment was attempted from a NEW DEVICE on 22Apr at 1726PM If this was NOT you please visit securereverseactivitycouk
1149,spam,Forwarded from 21870000Hi  this is your Mailbox Messaging SMS alert You have 40 matches Please call back on 09056242159 to retrieve your messages and matches cc100pmin
1150,legit,Wat uniform In where get
1151,spam,pdateNow  Double mins and 1000 txts on Orange tariffs Latest Motorola
1152,legit,What is the plural of the noun research
1153,spam,Wan2 win a MeetGreet with Westlife 4 U or a m8 They are currently on what tour 1Unbreakable
1154,legit,Yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out
1155,legit,Hi finally i completed the course
1156,spam,You have won 1
1157,legit,Tell them u have a headache and just want to use 1 hour of sick time
1158,legit,Yup From what i remb I think should be can book 
1159,spam,Double your mins  txts on Orange or 12 price linerental  Motorola and SonyEricsson with BTooth FREENokia FREE Call MobileUpd8 on 08000839402 or2optoutHV9D
1160,spam,You wont believe it but its true Its Incredible Txts Reply G now to learn truly amazing things that will blow your mind From O2FWD only 18ptxt
1161,legit,Alright i have a new goal now
1162,spam,Urgent Please call 0906346330 Your ABTA complimentary 4 Spanish Holiday or 10
1163,spam,Had your mobile 10 mths Update to the latest CameraVideo phones for FREE KEEP UR SAME NUMBER
1164,spam,Show ur colours Euro 2004 241 Offer Get an England Flag  3Lions tone on ur phone Click on the following service message for info
1165,legit,Going for dinnermsg you after
1166,spam,Spook up your mob with a Halloween collection of a logo  pic message plus a free eerie tone
1167,spam,Hard LIVE 121 chat just 60pmin Choose your girl and connect LIVE Call 09094646899 now Cheap Chat UKs biggest live service VU BCM1896WC1N3XX
1168,legit,Yes baby We can study all the positions of the kama sutra 
1169,legit,As I entered my cabin my PA said
1170,legit,Stop the story Ive told him ive returned it and hes saying i should not re order it
1171,legit,Bloody hell
1172,spam,Great News Call FREEFONE 08006344447 to claim your guaranteed 1000 CASH or 2000 gift Speak to a live operator NOW
1173,legit,I dont knw pa
1174,legit,WOT U WANNA DO THEN MISSY
1175,spam,FREE NOKIA Or Motorola with upto 12mths 12price linerental
1176,spam,URGENT We are trying to contact U Todays draw shows that you have won a 800 prize GUARANTEED Call 09050001808 from land line Claim M95 Valid12hrs only
1177,legit,Prabhaim sorydarealyfrm heart im sory
1178,legit,Lol yes Our friendship is hanging on a thread cause u wont buy stuff
1179,spam,U have a secret admirer who is looking 2 make contact with Ufind out who they Rreveal who thinks UR so specialcall on 09058094594
1180,legit,I cant pick the phone right now Pls send a message
1181,legit,You could have seen mei didt recognise you Face
1182,legit,Thats very rude
1183,legit,It didnt work again oh Ok goodnight then Ill fix and have it ready by the time you wake up You are very dearly missed have a good night sleep
1184,legit,Hmmm Thk sure got time to hop ard Ya
1185,spam,FREE MESSAGEThanks for using the Auction Subscription Service 18  150pMSGRCVD 2 Skip an Auction txt OUT 2 Unsubscribe txt STOP CustomerCare 08718726270
1186,spam,New Mobiles from 2004
1187,spam,Guess what Somebody you know secretly fancies you Wanna find out who it is Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150pmin 18
1188,legit,Realy sorryi dont recognise this number and am now confused  who r u please 
1189,spam,WIN a year supply of CDs 4 a store of ur choice worth 500  enter our 100 Weekly draw txt MUSIC to 87066 TsCs wwwLdewcomsubs161win150ppmx3
1190,legit,Can you say what happen
1191,legit,So  pay first lar Then when is da stock comin
1192,spam,I dont know u and u dont know me Send CHAT to 86688 now and lets find each other Only 150pMsg rcvd HGSuite3422LandsRowW1J6HL LDN 18 years or over
1193,spam,PRIVATE Your 2003 Account Statement for shows 800 unredeemed S I M points Call 08718738002 Identifier Code 48922 Expires 211104
1194,legit,Mum ask  to buy food home
1195,spam,Oh my god Ive found your number again Im so glad
1196,spam,Great News Call FREEFONE 08006344447 to claim your guaranteed 1000 CASH or 2000 gift Speak to a live operator NOW
1197,legit,Did u got that persons story
1198,legit,In work now Going have in few min
1199,legit,He like not v shock leh Cos telling shuhui is like telling leona also Like dat almost all know liao He got ask me abt ur reaction lor
1200,spam,Do you want a new video handset 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705 for delivery tomorrow
1201,legit,Got it It looks scrumptious daddy wants to eat you all night long
1202,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console Press 0 for Games Arcade std WAP charge See o2coukgames 4 Terms  settings No purchase
1203,spam,Royal Mail Your parcel has an unpaid shipping fee of 299 To pay this NOW please visit httpsroyalmaildeliverygb155719com
1204,legit,Your ASOS parcel has been delivered
1205,legit,You are all signed up for Apple Pay
